,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
2801,3401193,3401193,3401087,mreB,-,3401087.0,3400044.0,-,-,0.5704800817160368,0.6911536471805484,0.2984344422700587,0.7020979020979021
2802,3401356,3401356,3401087,mreB,-,3401087.0,3400044.0,-,-,0.5088275237664102,0.4055084745762712,0.27478042659974905,0.44770857814336074
2803,3401356,3401356,3401087,mreB,-,3401087.0,3400044.0,-,-,0.5088275237664102,0.4055084745762712,0.27478042659974905,0.44770857814336074
2805,3403425,3403425,3403332,csrD,-,3403332.0,3401392.0,-,-,0.5176470588235295,1.08,0.3276595744680851,0.7047970479704797
2807,3405140,3405436,3405140,accB,+,3405906.0,3405436.0,+,+,0.2104846373139056,0.21765132294309533,0.24706609017912293,0.30364372469635625
2808,3407351,3407375,3407351,yhdT,+,3407617.0,3407375.0,+,+,0.8849557522123894,0.6498599439775911,0.4630681818181818,0.6610169491525424
2809,3410246,3410280,3410246,dusB,+,3411245.0,3410280.0,+,+,1.2466703662597114,1.6598453842655752,0.9762011674898967,1.0165289256198347
2810,3411617,3411653,3411617,yhdJ,+,3412537.0,3411653.0,+,+,11.914893617021276,15.11111111111111,2.927536231884058,1.7898089171974523
2811,3412497,3412621,3412497,yhdU,+,3412800.0,3412621.0,+,+,0.3448275862068966,0.42857142857142855,0.6344827586206897,0.476038338658147
2812,3413487,3413487,3413465,envR,-,3413465.0,3412803.0,-,-,2.0,3.0,1.6142857142857143,0.6892430278884463
2813,3413601,3413601,3413465,envR,-,3413465.0,3412803.0,-,-,0.5,0.16666666666666666,0.14427860696517414,0.3076923076923077
2814,3413602,3413602,3413465,envR,-,3413465.0,3412803.0,-,-,0.5,0.16666666666666666,0.145,0.3055555555555556
2815,3413607,3413607,3413465,envR,-,3413465.0,3412803.0,-,-,0.5,0.1,0.12385321100917432,0.30405405405405406
2816,3413621,3413621,3413465,envR,-,3413465.0,3412803.0,-,-,0.5,0.1,0.099601593625498,0.3211920529801324
2817,3413633,3413633,3413465,envR,-,3413465.0,3412803.0,-,-,0.3333333333333333,0.09090909090909091,0.08813559322033898,0.29253731343283584
2818,3413702,3413864,3413702,acrE,+,3415021.0,3413864.0,+,+,0.8,3.0,0.7372881355932204,1.3035714285714286
2819,3418196,3418390,3418196,yhdV,+,3418611.0,3418390.0,+,+,0.1111111111111111,0.26666666666666666,0.3541666666666667,0.5
2820,3418972,3419149,3418972,yhdW,+,3420066.0,3419042.0,+,+,0.3333333333333333,0.3,0.8088235294117647,0.8711340206185567
2821,3423707,3423707,3423655,thrV,-,3423655.0,3423580.0,-,-,1.8673469387755102,3.3753086419753084,2.4604651162790696,1.355263157894737
2822,3428940,3428940,3428762,rrsD,-,3428762.0,3427221.0,-,-,189.24468085106383,165.38167938931298,124.24675324675324,108.3076923076923
2823,3429047,3429047,3428762,rrsD,-,3428762.0,3427221.0,-,-,111.73228346456693,46.719424460431654,34.65983606557377,64.41621621621621
2824,3430062,3430062,3430023,yrdB,-,3430023.0,3429766.0,-,-,0.1471927162367223,0.09674922600619196,0.22959889349930843,0.25929456625357483
2825,3430088,3430088,3430023,yrdB,-,3430023.0,3429766.0,-,-,0.13055555555555556,0.09207708779443255,0.24900133155792276,0.2666051660516605
2826,3433650,3433690,3433650,def,+,3434199.0,3433690.0,+,+,1.4228782287822879,2.118327402135231,1.1244541484716157,1.3975155279503106
2827,3433686,3433686,3433560,smf,-,3433560.0,3432436.0,-,-,39.46666666666667,49.375,4.96875,5.0212765957446805
2828,3434991,3435207,3434991,rsmB,+,3436496.0,3435207.0,+,+,1.694949494949495,1.4782608695652173,1.5249537892791127,1.0931780366056572
2829,3438001,3438024,3438001,mscL,+,3438434.0,3438024.0,+,+,0.32857142857142857,0.1460101867572156,0.9021739130434783,0.8990825688073395
2830,3438673,3438673,3438649,arfA,-,3438649.0,3438431.0,-,-,0.059670781893004114,0.08843537414965986,0.45323741007194246,0.4104803493449782
2831,3439168,3439168,3439130,zntR,-,3439130.0,3438705.0,-,-,1.5507246376811594,1.0526315789473684,0.6609442060085837,1.3544973544973544
2832,3439546,3439546,3439509,yhdN,-,3439509.0,3439141.0,-,-,0.6923076923076923,1.0612244897959184,0.6850393700787402,0.5223880597014925
2833,3442495,3442495,3442471,rpsM,-,3442471.0,3442115.0,-,-,2.039551571673633,2.2816030784345833,1.610292555075441,2.0284625965506295
2834,3442565,3442565,3442471,rpsM,-,3442471.0,3442115.0,-,-,0.9776677702788743,1.2073632918245805,0.7659238601383883,1.1548659853055863
2835,3448222,3448222,3448149,rplN,-,3448149.0,3447778.0,-,-,0.9594447280906319,0.8983827861337079,0.7874704886366346,0.9497276752478351
2836,3453442,3453442,3453270,rpsJ,-,3453270.0,3452959.0,-,-,0.2546275434157163,0.16099577787842043,0.13792105507953406,0.32987071011700314
2837,3455482,3455578,3455482,gspC,+,3456393.0,3455578.0,+,+,0.2,0.6666666666666666,0.3853211009174312,0.37628865979381443
2838,3455495,3455495,3455398,gspA,-,3455398.0,3453929.0,-,-,0.09090909090909091,0.14285714285714285,0.29347826086956524,0.3916083916083916
2839,3455510,3455510,3455398,gspA,-,3455398.0,3453929.0,-,-,0.125,0.07142857142857142,0.25806451612903225,0.39552238805970147
2840,3455519,3455519,3455398,gspA,-,3455398.0,3453929.0,-,-,0.14285714285714285,0.08333333333333333,0.27380952380952384,0.40625
2841,3455527,3455578,3455527,gspC,+,3456393.0,3455578.0,+,+,0.2,0.3333333333333333,0.40145985401459855,0.460093896713615
2842,3455531,3455578,3455531,gspC,+,3456393.0,3455578.0,+,+,0.25,0.36363636363636365,0.40875912408759124,0.47393364928909953
2843,3455634,3455634,3455398,gspA,-,3455398.0,3453929.0,-,-,0.75,1.5,0.7972972972972973,0.981651376146789
2844,3466749,3466749,3466725,bfr,-,3466725.0,3466249.0,-,-,1.04,1.5,1.0857142857142856,0.7982832618025751
2845,3469896,3469896,3469853,chiA,-,3469853.0,3467160.0,-,-,0.25806451612903225,0.0967741935483871,0.27184466019417475,0.3005181347150259
2846,3471583,3471583,3471329,tufA,-,3471329.0,3470145.0,-,-,0.2638275653591778,0.1766614284990115,0.2840182977343947,0.2458732875161854
2847,3471724,3471724,3471329,tufA,-,3471329.0,3470145.0,-,-,0.4029367326027683,0.31592899953895803,0.8106611913920366,0.3820480115122972
2848,3473685,3473685,3473514,fusA,-,3473514.0,3471400.0,-,-,0.5633801166850207,0.36865111124792216,0.487649482128859,0.4927162977867203
2849,3474621,3474621,3474552,rpsL,-,3474552.0,3474178.0,-,-,0.674585590021336,0.46104016287247823,0.3538048888397301,0.7769772210829685
2850,3475109,3475109,3474965,tusB,-,3474965.0,3474678.0,-,-,0.23613595706618962,0.11002994011976049,0.07756813417190776,0.06286013619696176
2851,3476506,3476506,3476440,yheO,-,3476440.0,3475718.0,-,-,0.7529411764705882,0.6085011185682326,0.33993399339933994,0.8237704918032787
2852,3476541,3476541,3476440,yheO,-,3476440.0,3475718.0,-,-,0.6421725239616614,0.48672566371681414,0.2920962199312715,0.7272727272727273
2853,3477431,3477640,3477431,slyX,+,3477858.0,3477640.0,+,+,2.1967871485943773,3.664,1.1183431952662721,4.160621761658031
2854,3477499,3477499,3477419,fkpA,-,3477419.0,3476607.0,-,-,0.6261480280929227,0.8992907801418439,0.4519015659955257,0.6709886547811994
2855,3477525,3477525,3477419,fkpA,-,3477419.0,3476607.0,-,-,0.5292538915727322,0.8408321238509918,0.3590308370044053,0.5904382470119522
2856,3478528,3478528,3478497,slyD,-,3478497.0,3477907.0,-,-,1.8869102682701202,1.357902456912358,1.3492392807745506,1.5738332058148432
2857,3478540,3478540,3478497,slyD,-,3478497.0,3477907.0,-,-,1.7414704469005287,1.3761316872427984,1.2511380880121397,1.5248397435897436
2858,3478699,3478699,3478497,slyD,-,3478497.0,3477907.0,-,-,0.04299636919549016,0.08300953726598376,0.1368540601930721,0.35694050991501414
2859,3478985,3478985,3478792,yheV,-,3478792.0,3478592.0,-,-,0.24166666666666667,0.4421052631578947,0.6309523809523809,0.3696060037523452
2860,3484311,3484490,3484311,prkB,+,3485359.0,3484490.0,+,+,1.0548780487804879,0.7941176470588235,1.0090361445783131,1.3176895306859207
2861,3485951,3485951,3485818,yhfA,-,3485818.0,3485414.0,-,-,0.2818181818181818,0.36818181818181817,0.7418300653594772,0.8709677419354839
2862,3485953,3486120,3485953,crp,+,3486752.0,3486120.0,+,+,1.8804573804573805,2.606629834254144,1.1323210412147506,1.8847517730496455
2863,3486025,3486120,3486025,crp,+,3486752.0,3486120.0,+,+,2.3859154929577464,3.016759776536313,1.4383561643835616,2.083823529411765
2864,3486031,3486120,3486031,crp,+,3486752.0,3486120.0,+,+,2.3901760889712698,2.9702434625789,1.437984496124031,2.034090909090909
2865,3490221,3490221,3490180,argD,-,3490180.0,3488960.0,-,-,1.9189189189189189,1.7659574468085106,0.7958579881656804,1.2549889135254988
2866,3490851,3490851,3490829,pabA,-,3490829.0,3490266.0,-,-,0.38125,0.7547169811320755,0.3783783783783784,0.6522633744855967
2867,3491647,3491647,3491620,yhfG,-,3491620.0,3491453.0,-,-,6.764705882352941,6.857142857142857,1.6045454545454545,1.9887218045112782
2868,3491648,3491648,3491463,fic,-,3491463.0,3490861.0,-,-,6.882352941176471,7.107142857142857,1.6181818181818182,1.9737827715355805
2869,3492335,3492335,3492297,ppiA,-,3492297.0,3491725.0,-,-,0.47678018575851394,0.6228260869565218,0.4490238611713666,0.5439882697947214
2870,3492395,3492395,3492297,ppiA,-,3492297.0,3491725.0,-,-,0.24816446402349487,0.279467680608365,0.3183023872679045,0.3608108108108108
2871,3492430,3492430,3492297,ppiA,-,3492297.0,3491725.0,-,-,0.04954128440366973,0.048884165781083955,0.2054794520547945,0.2286634460547504
2872,3492449,3492449,3492297,ppiA,-,3492297.0,3491725.0,-,-,0.04854368932038835,0.03402854006586169,0.2040133779264214,0.23509933774834438
2873,3492519,3492568,3492519,tsgA,+,3493749.0,3492568.0,+,+,0.7632286995515695,1.3023715415019763,0.38382352941176473,0.6276803118908382
2874,3493987,3494011,3493987,nirB,+,3496554.0,3494011.0,+,+,1.0,1.0,0.6916890080428955,1.1992337164750957
2875,3497754,3497828,3497754,cysG,+,3499201.0,3497828.0,+,+,0.44025157232704404,0.40816326530612246,0.3528550512445095,0.6544117647058824
2876,3497793,3497828,3497793,cysG,+,3499201.0,3497828.0,+,+,0.6830065359477124,0.5115303983228512,0.37655172413793103,0.7506361323155216
2877,3499311,3499448,3499311,yhfL,+,3499615.0,3499448.0,+,+,0.3870967741935484,0.19230769230769232,0.16,0.34593023255813954
2878,3499413,3499448,3499413,yhfL,+,3499615.0,3499448.0,+,+,8.5,6.666666666666667,1.1683168316831682,1.6565656565656566
2879,3499433,3499448,3499433,yhfL,+,3499615.0,3499448.0,+,+,7.5,9.666666666666666,1.8717948717948718,2.0930232558139537
2880,3499438,3499448,3499438,yhfL,+,3499615.0,3499448.0,+,+,8.5,11.333333333333334,2.108108108108108,2.4615384615384617
2881,3499759,3499910,3499759,frlA,+,3501247.0,3499910.0,+,+,0.4,0.42857142857142855,1.9375,1.5813953488372092
2882,3499770,3499910,3499770,frlA,+,3501247.0,3499910.0,+,+,0.2,0.2857142857142857,2.259259259259259,1.4523809523809523
2883,3499835,3499910,3499835,frlA,+,3501247.0,3499910.0,+,+,1.0,0.1111111111111111,1.5,1.1428571428571428
2884,3511617,3511617,3511422,yhfY,-,3511422.0,3511060.0,-,-,1.3461538461538463,1.04,1.8461538461538463,2.026315789473684
2885,3511622,3511622,3511422,yhfY,-,3511422.0,3511060.0,-,-,1.25,1.1304347826086956,1.6551724137931034,1.9473684210526316
2886,3513697,3513697,3513638,trpS,-,3513638.0,3512634.0,-,-,0.9671641791044776,0.843010752688172,0.5747747747747748,0.9859594383775351
2887,3515153,3515153,3515059,rpe,-,3515059.0,3514382.0,-,-,1.3730407523510972,0.8021108179419525,0.9384236453201971,1.036734693877551
2888,3515982,3515982,3515913,dam,-,3515913.0,3515077.0,-,-,1.863914373088685,2.219858156028369,0.889967637540453,0.9245714285714286
2889,3516252,3516252,3515913,dam,-,3515913.0,3515077.0,-,-,1.1657250470809792,1.044071353620147,1.2214580467675378,1.0324519230769231
2890,3517600,3517600,3517306,damX,-,3517306.0,3516020.0,-,-,0.9358770535241123,0.6776620370370371,1.0090180360721444,0.8638073739653875
2891,3519167,3519167,3519064,aroK,-,3519064.0,3518543.0,-,-,0.9351181102362205,0.8190298507462687,0.40014164305949007,0.8142153413089374
2892,3519380,3519380,3519064,aroK,-,3519064.0,3518543.0,-,-,0.14529058116232466,0.2705330204492122,0.3360655737704918,0.3049601959583588
2893,3522826,3522871,3522826,mrcA,+,3525423.0,3522871.0,+,+,0.55,0.7783375314861462,0.22258064516129034,0.6021220159151194
2894,3522928,3522928,3522751,hofM,-,3522751.0,3521972.0,-,-,16.428571428571427,32.3,0.6376811594202898,0.8532818532818532
2895,3526186,3526186,3526149,nudE,-,3526149.0,3525589.0,-,-,3.061962134251291,4.613686534216336,2.0953716690042077,2.523330283623056
2896,3526243,3526243,3526149,nudE,-,3526149.0,3525589.0,-,-,2.021069692058347,3.0326797385620914,0.9807427785419532,1.8123300090661831
2897,3526246,3526246,3526149,nudE,-,3526149.0,3525589.0,-,-,1.95016077170418,2.8322851153039834,0.926829268292683,1.76985559566787
2898,3526274,3526469,3526274,yrfF,+,3528604.0,3526469.0,+,+,0.5759717314487632,0.6698564593301436,0.29411764705882354,0.6539792387543253
2899,3526319,3526469,3526319,yrfF,+,3528604.0,3526469.0,+,+,0.9430604982206405,1.059090909090909,0.5610687022900763,0.8489208633093526
2900,3526329,3526329,3526149,nudE,-,3526149.0,3525589.0,-,-,0.09507829977628636,0.09103641456582633,0.044933920704845816,0.1063993831919815
2901,3526403,3526469,3526403,yrfF,+,3528604.0,3526469.0,+,+,1.4666666666666666,1.262443438914027,0.6035502958579881,1.032520325203252
2902,3526425,3526469,3526425,yrfF,+,3528604.0,3526469.0,+,+,1.4675925925925926,1.2279069767441861,0.6825842696629213,1.0960698689956332
2903,3529110,3529348,3529110,hslR,+,3529749.0,3529348.0,+,+,1.9691011235955056,2.318279569892473,2.035273368606702,1.8250355618776672
2904,3529672,3529774,3529672,hslO,+,3530652.0,3529774.0,+,+,0.8556618819776715,1.2414021164021165,0.9726183685111238,1.1242690058479532
2905,3529733,3529774,3529733,hslO,+,3530652.0,3529774.0,+,+,1.2062391681109186,1.9042471042471043,1.5240811153358682,1.687880464858882
2906,3532485,3532485,3532439,yhgE,-,3532439.0,3530715.0,-,-,2.25,1.8333333333333333,0.5287356321839081,0.9069264069264069
2907,3532538,3532538,3532439,yhgE,-,3532439.0,3530715.0,-,-,1.7647058823529411,1.5555555555555556,0.5254237288135594,0.9528985507246377
2908,3532588,3532588,3532439,yhgE,-,3532439.0,3530715.0,-,-,0.6428571428571429,1.3829787234042554,0.896551724137931,1.5964912280701755
2909,3532679,3532818,3532679,pck,+,3534440.0,3532818.0,+,+,0.7966942148760331,1.1818181818181819,0.21189591078066913,0.5863241405364563
2910,3536639,3536639,3536584,ompR,-,3536584.0,3535865.0,-,-,1.1033274956217163,1.1461187214611872,0.6036866359447005,1.1873417721518988
2911,3536685,3536685,3536584,ompR,-,3536584.0,3535865.0,-,-,1.132608695652174,1.2375,0.5303514376996805,1.2923588039867109
2912,3536707,3536707,3536584,ompR,-,3536584.0,3535865.0,-,-,0.5766423357664233,0.8469750889679716,0.3024054982817869,0.8721311475409836
2913,3536744,3536812,3536744,greB,+,3537288.0,3536812.0,+,+,0.5045871559633027,0.38311688311688313,0.5054347826086957,0.4261168384879725
2914,3536755,3536755,3536584,ompR,-,3536584.0,3535865.0,-,-,0.296551724137931,0.3659147869674185,0.27340823970037453,0.535031847133758
2915,3536780,3536812,3536780,greB,+,3537288.0,3536812.0,+,+,0.6037735849056604,0.5757575757575758,0.6210526315789474,0.49310344827586206
2916,3537176,3537385,3537176,yhgF,+,3539706.0,3537385.0,+,+,0.28525641025641024,0.29327902240325865,0.2655417406749556,0.42508417508417506
2917,3540057,3540163,3540057,feoA,+,3540390.0,3540163.0,+,+,0.6691729323308271,1.1595092024539877,0.6964285714285714,0.8253275109170306
2918,3543147,3543167,3543147,yhgA,+,3544045.0,3543167.0,+,+,0.5909090909090909,0.5833333333333334,1.6666666666666667,0.896
2919,3544667,3544882,3544667,gntX,+,3545565.0,3544882.0,+,+,6.2105263157894735,11.777777777777779,0.9230769230769231,0.7952755905511811
2920,3544858,3544858,3544844,bioH,-,3544844.0,3544074.0,-,-,2.830188679245283,2.727272727272727,1.2589285714285714,1.6521739130434783
2921,3545458,3545624,3545458,nfuA,+,3546199.0,3545624.0,+,+,0.29733424470266573,0.2785998861696073,0.368114406779661,0.5747126436781609
2922,3545596,3545624,3545596,nfuA,+,3546199.0,3545624.0,+,+,1.6332401118657611,2.7054054054054055,0.8907071887784921,2.1666666666666665
2923,3546405,3546559,3546405,gntT,+,3547875.0,3546559.0,+,+,0.75,0.7560975609756098,1.4481132075471699,1.3238095238095238
2924,3546446,3546559,3546446,gntT,+,3547875.0,3546559.0,+,+,0.6885245901639344,0.7647058823529411,0.9823008849557522,1.1578947368421053
2925,3546449,3546559,3546449,gntT,+,3547875.0,3546559.0,+,+,0.6885245901639344,0.7647058823529411,0.9865470852017937,1.1502347417840375
2926,3550399,3550399,3550070,malQ,-,3550070.0,3547986.0,-,-,0.22641509433962265,0.46,1.059748427672956,0.8571428571428571
2927,3552510,3552510,3552473,malP,-,3552473.0,3550080.0,-,-,0.8,0.6,0.29396984924623115,0.6255707762557078
2928,3553024,3553085,3553024,malT,+,3555790.0,3553085.0,+,+,1.1975340354482404,1.4099903474903475,0.6220706540748513,1.0567729083665338
2929,3556880,3556880,3556849,rtcA,-,3556849.0,3555833.0,-,-,1.1666666666666667,0.8,0.8358800226372383,1.2862068965517242
2930,3556948,3556948,3556849,rtcA,-,3556849.0,3555833.0,-,-,0.5555555555555556,0.8245614035087719,0.6110287577823895,1.4635216675809106
2931,3557002,3557002,3556849,rtcA,-,3556849.0,3555833.0,-,-,0.36,0.7307692307692307,0.5111176993774088,1.1898305084745762
2932,3558107,3558107,3558079,rtcB,-,3558079.0,3556853.0,-,-,0.8,0.8095238095238095,0.2839262187088274,0.4806924101198402
2933,3560756,3560756,3560605,glpR,-,3560605.0,3559848.0,-,-,0.5126050420168067,0.8125,1.1977011494252874,2.0528455284552845
2934,3560891,3560891,3560605,glpR,-,3560605.0,3559848.0,-,-,0.5121951219512195,0.4948805460750853,1.4682080924855492,1.320754716981132
2935,3561480,3561480,3561452,glpG,-,3561452.0,3560622.0,-,-,1.4444444444444444,1.6329113924050633,0.8244147157190636,0.742671009771987
2936,3561849,3561849,3561823,glpE,-,3561823.0,3561497.0,-,-,0.36879432624113473,0.4981949458483754,0.5696649029982364,1.402542372881356
2937,3561971,3562013,3561971,glpD,+,3563518.0,3562013.0,+,+,0.9689922480620154,0.4120151371807001,0.6943231441048034,0.8783165599268069
2938,3566773,3566773,3566581,glgP,-,3566581.0,3564134.0,-,-,0.6702127659574468,0.6483870967741936,0.622,0.8996188055908514
2939,3568392,3568392,3568033,glgA,-,3568033.0,3566600.0,-,-,0.5212765957446809,1.020746887966805,0.9940476190476191,0.6920609462710505
2940,3569389,3569389,3569328,glgC,-,3569328.0,3568033.0,-,-,0.8333333333333334,0.6852589641434262,0.5812807881773399,1.6392496392496392
2941,3569455,3569455,3569328,glgC,-,3569328.0,3568033.0,-,-,0.6923076923076923,0.5328798185941043,0.5955284552845529,1.3324742268041236
2942,3569571,3569571,3569328,glgC,-,3569328.0,3568033.0,-,-,0.7976190476190477,0.5967741935483871,1.0200573065902578,0.8799149840595112
2943,3571419,3571419,3571319,glgX,-,3571319.0,3569346.0,-,-,2.710526315789474,2.4956521739130433,2.411111111111111,1.8535980148883375
2944,3573657,3573657,3573502,glgB,-,3573502.0,3571316.0,-,-,0.8378378378378378,0.7804878048780488,0.39937106918238996,0.8542857142857143
2945,3577085,3577085,3577061,gntU,-,3577061.0,3575721.0,-,-,0.3614457831325301,0.43333333333333335,0.6773049645390071,0.8819444444444444
2946,3577645,3577645,3577592,gntK,-,3577592.0,3577065.0,-,-,2.235294117647059,2.5185185185185186,1.423963133640553,1.066465256797583
2947,3577645,3577645,3577592,gntK,-,3577592.0,3577065.0,-,-,2.235294117647059,2.5185185185185186,1.423963133640553,1.066465256797583
2948,3578749,3578749,3578726,gntR,-,3578726.0,3577731.0,-,-,4.879166666666666,5.673640167364017,0.9472361809045227,1.545731707317073
2949,3578818,3578818,3578726,gntR,-,3578726.0,3577731.0,-,-,3.054054054054054,3.0487012987012987,0.49266247379454925,1.2721518987341771
2950,3578862,3578862,3578726,gntR,-,3578726.0,3577731.0,-,-,0.34277620396600567,0.4025,0.2514506769825919,0.735632183908046
2951,3578880,3578880,3578726,gntR,-,3578726.0,3577731.0,-,-,0.34794520547945207,0.3930232558139535,0.27902621722846443,0.670299727520436
2952,3580859,3580859,3580805,yhhX,-,3580805.0,3579768.0,-,-,0.9429657794676806,1.359504132231405,0.7790055248618785,1.2523809523809524
2953,3581016,3581016,3581016,ryhB,-,3581016.0,3580927.0,-,-,2.6900958466453675,12.1,2.4324324324324325,3.193050193050193
2954,3581016,3581016,3580805,yhhX,-,3580805.0,3579768.0,-,-,2.6900958466453675,12.1,2.4324324324324325,3.193050193050193
2955,3581111,3581138,3581111,yhhY,+,3581626.0,3581138.0,+,+,1.25,1.0,0.7021276595744681,0.8140703517587939
2956,3581758,3581863,3581758,yhhZ,+,3583041.0,3581863.0,+,+,0.5,1.0,0.75,0.4338235294117647
2957,3581841,3581863,3581841,yhhZ,+,3583041.0,3581863.0,+,+,0.75,2.25,1.4761904761904763,0.7593582887700535
2958,3584720,3584759,3584720,yrhB,+,3585043.0,3584759.0,+,+,0.4634146341463415,0.5,0.3474747474747475,0.43023255813953487
2959,3584734,3584759,3584734,yrhB,+,3585043.0,3584759.0,+,+,0.4358974358974359,0.4583333333333333,0.3475836431226766,0.40540540540540543
2960,3586729,3586943,3586729,yhhA,+,3587383.0,3586943.0,+,+,0.34375,0.13432835820895522,0.9246231155778895,0.5891472868217055
2961,3586919,3586943,3586919,yhhA,+,3587383.0,3586943.0,+,+,0.2079207920792079,0.2786885245901639,0.5396825396825397,0.7222222222222222
2962,3588300,3588300,3588113,ugpQ,-,3588113.0,3587370.0,-,-,0.3219178082191781,0.26785714285714285,0.4765840220385675,0.41624365482233505
2963,3592378,3592378,3592325,ugpB,-,3592325.0,3591009.0,-,-,2.2,3.0,1.2857142857142858,0.9705882352941176
2964,3592426,3592426,3592325,ugpB,-,3592325.0,3591009.0,-,-,3.1666666666666665,4.75,1.5857142857142856,1.3111111111111111
2965,3597730,3597730,3597560,livK,-,3597560.0,3596451.0,-,-,1.0,0.6086956521739131,0.23376623376623376,0.4519230769230769
2966,3597755,3597755,3597560,livK,-,3597560.0,3596451.0,-,-,0.47619047619047616,0.45,0.3466666666666667,0.49473684210526314
2969,3599762,3599762,3599658,livJ,-,3599658.0,3598555.0,-,-,1.25,0.65,0.9850746268656716,1.0
2970,3600813,3600813,3600783,rpoH,-,3600783.0,3599929.0,-,-,1.9463276836158192,1.4648074369189907,0.845679012345679,1.90234375
2971,3600849,3600849,3600783,rpoH,-,3600783.0,3599929.0,-,-,1.774496644295302,2.117437722419929,0.8523274478330658,1.897338403041825
2972,3600863,3600863,3600783,rpoH,-,3600783.0,3599929.0,-,-,1.7063492063492063,2.184448462929476,0.8643790849673203,1.8226691042047531
2973,3600870,3600870,3600783,rpoH,-,3600783.0,3599929.0,-,-,1.6536964980544746,2.190305206463196,0.8499210110584519,1.8104693140794224
2974,3601003,3601003,3600783,rpoH,-,3600783.0,3599929.0,-,-,0.5942806076854334,1.56426735218509,0.5621230398069964,0.8426812585499316
2975,3602252,3602252,3602086,ftsX,-,3602086.0,3601028.0,-,-,1.3235294117647058,1.3298429319371727,1.4495412844036697,1.4945652173913044
2976,3602256,3602256,3602086,ftsX,-,3602086.0,3601028.0,-,-,1.2705882352941176,1.3160621761658031,1.3991228070175439,1.4375
2977,3604297,3604393,3604297,rsmD,+,3604989.0,3604393.0,+,+,4.722972972972973,6.034090909090909,0.9011627906976745,2.141843971631206
2978,3604315,3604393,3604315,rsmD,+,3604989.0,3604393.0,+,+,3.83125,4.595959595959596,0.975,1.8571428571428572
2979,3604352,3604393,3604352,rsmD,+,3604989.0,3604393.0,+,+,3.1734104046242773,3.5826771653543306,1.165680473372781,1.4143646408839778
2980,3605575,3605751,3605575,yhhN,+,3606377.0,3605751.0,+,+,0.9044585987261147,0.630718954248366,0.5251256281407035,0.9033457249070632
2981,3605634,3605634,3605610,yhhM,-,3605610.0,3605251.0,-,-,0.5818181818181818,0.5849056603773585,1.132183908045977,1.2485875706214689
2982,3605698,3605751,3605698,yhhN,+,3606377.0,3605751.0,+,+,1.1261261261261262,0.8295964125560538,1.0098360655737706,1.0824742268041236
2983,3605794,3605794,3605610,yhhM,-,3605610.0,3605251.0,-,-,0.7127659574468085,1.2378048780487805,1.4928909952606635,1.5285714285714285
2984,3606422,3606451,3606422,zntA,+,3608649.0,3606451.0,+,+,2.5586206896551724,4.614754098360656,1.672782874617737,1.580536912751678
2985,3609020,3609020,3608996,tusA,-,3608996.0,3608751.0,-,-,2.7666666666666666,2.1323529411764706,1.3693693693693694,1.636604774535809
2986,3609119,3609217,3609119,yhhQ,+,3609882.0,3609217.0,+,+,0.9196787148594378,0.574108818011257,0.1602658788774003,0.5902612826603325
2987,3609767,3609955,3609767,dcrB,+,3610512.0,3609955.0,+,+,0.07931316434995912,0.20184696569920843,0.49745547073791346,0.6013333333333334
2988,3609780,3609955,3609780,dcrB,+,3610512.0,3609955.0,+,+,0.08346709470304976,0.18513853904282115,0.4804045512010114,0.6146540027137042
2989,3609913,3609955,3609913,dcrB,+,3610512.0,3609955.0,+,+,0.473972602739726,0.3607112616426757,0.3630952380952381,0.8214285714285714
2990,3609930,3609955,3609930,dcrB,+,3610512.0,3609955.0,+,+,0.5698412698412698,0.4050179211469534,0.45125348189415043,0.9143730886850153
2991,3611841,3611865,3611841,yhhT,+,3612914.0,3611865.0,+,+,2.0,8.0,4.009345794392523,2.8547008547008548
2992,3613439,3613667,3613439,nikA,+,3615241.0,3613667.0,+,+,22.928571428571427,14.875,0.926040061633282,1.7035175879396984
2993,3613628,3613667,3613628,nikA,+,3615241.0,3613667.0,+,+,5.923076923076923,9.25,5.184466019417476,4.079365079365079
2994,3618537,3618588,3618537,nikR,+,3618989.0,3618588.0,+,+,1.2030075187969924,1.167785234899329,1.0162241887905605,1.0327022375215147
2995,3619003,3619192,3619003,rhsB,+,3623427.0,3619192.0,+,+,1.6774193548387097,2.0625,1.4803921568627452,2.0527950310559007
2996,3619044,3619192,3619044,rhsB,+,3623427.0,3619192.0,+,+,0.76,1.0888888888888888,1.108910891089109,1.7157894736842105
2997,3619074,3619192,3619074,rhsB,+,3623427.0,3619192.0,+,+,0.65,1.4444444444444444,1.0169491525423728,1.9234042553191488
2998,3619097,3619192,3619097,rhsB,+,3623427.0,3619192.0,+,+,1.3333333333333333,1.5,0.697986577181208,1.9803921568627452
2999,3619113,3619192,3619113,rhsB,+,3623427.0,3619192.0,+,+,1.8,1.7142857142857142,0.8059701492537313,2.3736263736263736
3000,3619178,3619192,3619178,rhsB,+,3623427.0,3619192.0,+,+,4.25,5.166666666666667,2.033333333333333,3.4150943396226414
3001,3624173,3624378,3624173,yhhI,+,3625514.0,3624378.0,+,+,0.3333333333333333,0.38095238095238093,0.6683168316831684,0.6094771241830066
